Sentence,Token,PosTag,NERtag
29,Jardim.Ao,adj,0
29,coração,n,0
29,de,prp,0
29,Josinaldo,n,0
29,Santos,adj,0
29,",",",",0
29,porque,conj-s,0
29,o,art,0
29,amor,n,0
29,nunca,adv,0
29,há,v-fin,0
29,de,prp,0
29,morrer,v-inf,0
29,!,!,0
29,Em,adj,0
29,Fortaleza,n,0
29,",",",",0
29,onde,adv,0
29,habitamos,v-fin,0
29,os,art,0
29,mesmos,pron-det,0
29,espaços,n,0
29,das,v-pcp,0
29,pessoas,n,0
29,ditas,adj,0
29,de,prp,0
29,classe,n,0
29,média,adj,0
29,",",",",0
29,o,art,0
29,mundo,n,0
29,se,pron-pers,0
29,apresenta,v-fin,0
29,diferente,adj,0
29,da,v-inf,0
29,rua,n,0
29,da,v-fin,0
29,lama,n,0
29,.,.,0
30,Na,prop,0
30,ﬁ,v-fin,0
30,la,pron-pers,0
30,do,pron-det,0
30,teatro,n,0
30,",",",",0
30,as,art,0
30,criaturas,n,0
30,têm,v-fin,0
30,o,art,0
30,mesmo,pron-det,0
30,cheiro,n,0
30,",",",",0
30,parecem,v-fin,0
30,usar,v-inf,0
30,o,art,0
30,mesmo,pron-det,0
30,perfume,n,0
30,",",",",0
30,e,conj-c,0
30,suas,pron-det,0
30,roupas,n,0
30,fazem-me,adj,0
30,crer,v-inf,0
30,que,conj-s,0
30,são,v-fin,0
30,de,prp,0
30,um,art,0
30,único,adj,0
30,guarda,n,0
30,–,adj,0
30,roupas,n,0
30,.,.,0
31,Homens,n,0
31,e,conj-c,0
31,mulheres,n,0
31,com,prp,0
31,a,art,0
31,pele,n,0
31,impecavelmente,adj,0
31,branca,adj,0
31,portam,v-fin,0
31,na,adv,0
31,cintura,n,0
31,",",",",0
31,de,prp,0
31,um,art,0
31,lado,n,0
31,",",",",0
31,o,art,0
31,celular,n,0
31,e,conj-c,0
31,",",",",0
31,do,v-fin,0
31,outro,pron-det,0
31,",",",",0
31,a,art,0
31,chave,prop,0
31,do,v-fin,0
31,carro,n,0
31,",",",",0
31,em,prp,0
31,convivência,n,0
31,pacíﬁ,adj,0
31,ca,prop,0
31,",",",",0
31,como,adv,0
31,se,pron-pers,0
31,fossem,v-fin,0
31,órgãos,n,0
31,do,adj,0
31,próprio,adj,0
31,corpo,n,0
31,.,.,0
32,Após,prop,0
32,algum,pron-det,0
32,espetáculo,n,0
32,",",",",0
32,não,adv,0
32,é,v-fin,0
32,raro,adj,0
32,ouvirmos,v-inf,0
32,",",",",0
32,além,prp,0
32,dos,v-pcp,0
32,comentários,n,0
32,embasados,v-pcp,0
32,em,prp,0
32,críticos,n,0
32,reconhecidos,v-pcp,0
32,pela,adj,0
32,mídia,adv,0
32,",",",",0
32,algumas,pron-det,0
32,conversas,n,0
32,sobre,prp,0
32,o,art,0
32,melhor,adj,0
32,da,n,0
32,arte,n,0
32,mundial,adj,0
32,que,pron-indp,0
32,acontece,v-fin,0
32,",",",",0
32,segundo,prp,0
32,esses,pron-det,0
32,perfumados,v-pcp,0
32,comentaristas,n,0
32,",",",",0
32,em,prp,0
32,São,prop,0
32,Paulo,adj,0
32,",",",",0
32,Paris,prop,0
32,",",",",0
32,Nova,adj,0
32,Iorque,n,0
32,",",",",0
32,ou,conj-c,0
32,na,adv,0
32,terra,n,0
32,de,prp,0
32,algum,pron-det,0
32,colonizador,n,0
32,",",",",0
32,mas,conj-c,0
32,nunca,adv,0
32,em,prp,0
32,Fortaleza,n,0
32,",",",",0
32,pois,conj-s,0
32,",",",",0
32,nas,prp,0
32,palavras,n,0
32,desses,adj,0
32,",",",",0
32,“,v-fin,0
32,o,art,0
32,povo,n,0
32,daqui,adj,0
32,é,v-fin,0
32,atrasado,v-pcp,0
32,e,conj-c,0
32,só,adv,0
32,gosta,v-fin,0
32,de,prp,0
32,forró,n,0
32,com,prp,0
32,tapioca,n,0
32,",",",",0
32,não,adv,0
32,entendendo,v-ger,0
32,jamais,adv,0
32,uma,art,0
32,grande,adj,0
32,obra,n,0
32,de,prp,0
32,arte,n,0
32,”,adj,0
32,.,.,0
33,Nos,prop,0
33,shoppings,v-fin,0
33,da,adj,0
33,cidade,n,0
33,",",",",0
33,habitat,n,0
33,natural,adj,0
33,dessas,adj,0
33,pessoas,n,0
33,",",",",0
33,é,v-fin,0
33,onde,adv,0
33,compro,v-fin,0
33,o,pron-det,0
33,que,pron-indp,0
33,procuro,v-fin,0
33,para,prp,0
33,parecer,v-inf,0
33,com,prp,0
33,elas,pron-pers,0
33,",",",",0
33,pois,conj-s,0
33,na,n,0
33,lógica,adj,0
33,vigente,adj,0
33,adquiro,adj,0
33,os,art,0
33,mesmos,pron-det,0
33,adereços,n,0
33,:,adj,0
33,roupas,n,0
33,",",",",0
33,chaveiros,n,0
33,",",",",0
33,aparelhos,n,0
33,celulares,adj,0
33,e,conj-c,0
33,até,adv,0
33,o,art,0
33,perfume,n,0
33,que,pron-indp,0
33,garante,v-fin,0
33,o,art,0
33,mesmo,pron-det,0
33,cheiro,n,0
33,.,.,0
34,Mesmo,adv,0
34,assim,adv,0
34,",",",",0
34,entretanto,adv,0
34,",",",",0
34,os,art,0
34,olhares,n,0
34,disparados,v-pcp,0
34,dos,v-pcp,0
34,aromados,v-pcp,0
34,cidadãos,n,0
34,em,prp,0
34,minha,pron-det,0
34,direção,n,0
34,garantem,v-fin,0
34,que,conj-s,0
34,sou,v-fin,0
34,mesmo,adv,0
34,diferente,adj,0
34,e,conj-c,0
34,por,prp,0
34,mais,pron-det,0
34,que,pron-indp,0
34,eu,pron-pers,0
34,queira,v-fin,0
34,disfarçar,v-inf,0
34,a,art,0
34,cor,n,0
34,de,prp,0
34,minha,pron-det,0
34,pele,n,0
34,e,conj-c,0
34,minha,pron-det,0
34,origem,n,0
34,",",",",0
34,com,prp,0
34,os,art,0
34,artifícios,n,0
34,usados,v-pcp,0
34,por,prp,0
34,pessoas,n,0
34,de,prp,0
34,classe,n,0
34,média,adj,0
34,",",",",0
34,é,v-fin,0
34,inevitável,adj,0
34,a,art,0
34,reﬂ,n,0
34,exão,adj,0
34,:,adj,0
34,sou,v-fin,0
34,negro,adj,0
34,",",",",0
34,sim,adv,0
34,!,!,0
35,Como,adv,0
35,se,conj-s,0
35,não,adv,0
35,bastasse,v-fin,0
35,a,art,0
35,polícia,n,0
35,que,pron-indp,0
35,constantemente,v-fin,0
35,me,pron-pers,0
35,para,prp,0
35,no,pron-pers,0
35,meio,n,0
35,da,adj,0
35,rua,n,0
35,para,prp,0
35,um,art,0
35,baculejo.Mesmo,n,0
35,para,prp,0
35,mim,pron-pers,0
35,",",",",0
35,que,pron-indp,0
35,defendo,v-ger,0
35,não,adv,0
35,existir,v-inf,0
35,nenhum,pron-det,0
35,problema,n,0
35,em,prp,0
35,ter,v-inf,0
35,a,art,0
35,pele,n,0
35,clara,adj,0
35,",",",",0
35,aﬁ,v-fin,0
35,nal,adj,0
35,ser,v-inf,0
35,branco,adj,0
35,é,v-fin,0
35,tão,adv,0
35,lindo,adj,0
35,quanto,adv,0
35,ser,v-inf,0
35,negro,adj,0
35,",",",",0
35,infelizmente,adv,0
35,constato,v-fin,0
35,na,n,0
35,pele,pp,0
35,:,v-fin,0
35,a,art,0
35,maioria,n,0
35,dos,v-pcp,0
35,nossos,pron-det,0
35,cultos,n,0
35,moradores,adj,0
35,não,adv,0
35,pensa,v-fin,0
35,assim,adv,0
35,.,.,0
36,Ascender,v-inf,0
36,à,prp,0
36,classe,n,0
36,média,adj,0
36,não,adv,0
36,mudou,v-fin,0
36,a,art,0
36,cor,n,0
36,da,adj,0
36,minha,pron-det,0
36,pele,n,0
36,nem,conj-c,0
36,sua,pron-det,0
36,marca,n,0
36,histórica.No,adj,0
36,Jardim,n,0
36,Noia,adj,0
36,ou,conj-c,0
36,na,adv,0
36,rua,n,0
36,da,prop,0
36,lama,prop,0
36,",",",",0
36,eu,pron-pers,0
36,era,v-fin,0
36,negro,adj,0
36,.,.,0
37,Com,prop,0
37,a,art,0
37,chegada,n,0
37,em,prp,0
37,Fortaleza,n,0
37,",",",",0
37,no,/,0
37,entanto,n,0
37,",",",",0
37,as,art,0
37,pessoas,n,0
37,fazem,v-fin,0
37,questão,n,0
37,de,prp,0
37,dizer,v-inf,0
37,que,conj-s,0
37,eu,pron-pers,0
37,não,adv,0
37,sou,v-fin,0
37,negro,adj,0
37,",",",",0
37,dizem,v-fin,0
37,",",",",0
37,carinhosamente,adv,0
37,:,adj,0
37,“,adv,0
37,Você,adj,0
37,é,v-fin,0
37,apenas,adv,0
37,moreninho,adj,0
37,”,prop,0
